Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Brillo,Dachshund,"(42.36785862, -71.11571382)",-71.11571382,-71.11571382,Riverside
Souki,Labrador Retriever,"(42.39247819, -71.13533711)",-71.13533711,-71.13533711,North Cambridge
Beezus,Shi Tsu / Terrier / Mix,"(42.38595782, -71.12022712)",-71.12022712,-71.12022712,Agassiz
Mohican Madison,Greyhound,"(42.3960144, -71.13510536)",-71.13510536,-71.13510536,North Cambridge
Edie,Mix,"(42.37110775, -71.0966525)",-71.0966525,-71.0966525,The Port
Kima,Labrador Retriever Mix,"(42.37193993, -71.10092433)",-71.10092433,-71.10092433,Mid-Cambridge
Bosco,Mix,"(42.3780826, -71.11072946)",-71.11072946,-71.11072946,Mid-Cambridge
Rory,Collie,"(42.38908956, -71.12622901)",-71.12622901,-71.12622901,Neighborhood Nine
Minga,Labrador Retriever,"(42.37360939, -71.10292919)",-71.10292919,-71.10292919,Mid-Cambridge
Anzu,Labrador Retriever,"(42.36779189, -71.10345343)",-71.10345343,-71.10345343,Mid-Cambridge
Panda,Mix,"(42.36857237, -71.07068266)",-71.07068266,-71.07068266,East Cambridge
Bella,Goldendoodle,"(42.37173035, -71.08696837)",-71.08696837,-71.08696837,Wellington-Harrington
Baxter,Beagle,"(42.38553648, -71.13366604)",-71.13366604,-71.13366604,Neighborhood Nine
Nora,Dachshund,"(42.38399035, -71.1333783)",-71.1333783,-71.1333783,West Cambridge
Obi,Australian Shepherd,"(42.35698833, -71.10630827)",-71.10630827,-71.10630827,Cambridgeport
Lallygag,Tibetan Terrier,"(42.38090109, -71.12672733)",-71.12672733,-71.12672733,West Cambridge
Lainey,BEAGLE,"(42.39556155, -71.12764673)",-71.12764673,-71.12764673,North Cambridge
Sammie,Cockerpoo,"(42.37062225, -71.10312519)",-71.10312519,-71.10312519,Mid-Cambridge
Kramer,Yorksire Terrier,"(42.3988923, -71.13134545)",-71.13134545,-71.13134545,North Cambridge
Joey,Labradoodle,"(42.3828709, -71.11928795)",-71.11928795,-71.11928795,Agassiz
Nonnie,Miniature Poodle,"(42.35985506, -71.11243786)",-71.11243786,-71.11243786,Cambridgeport
Snowball,Miniature American Eskimo,"(42.36704088, -71.0844613)",-71.0844613,-71.0844613,East Cambridge
Annie,West Highland White Terrier,"(42.36910888, -71.10029773)",-71.10029773,-71.10029773,The Port
Doug,Terrier,"(42.3832443, -71.13597033)",-71.13597033,-71.13597033,West Cambridge
Mo,Maltese,"(42.36432394, -71.11502463)",-71.11502463,-71.11502463,Riverside
Nuala,Australian Cattle Dog,"(42.38233408, -71.13772875)",-71.13772875,-71.13772875,West Cambridge
Finn,Labrador Retriever,"(42.37924078, -71.14222925)",-71.14222925,-71.14222925,West Cambridge
Porter,Miniatue Pinscher,"(42.36953433, -71.08011067)",-71.08011067,-71.08011067,East Cambridge
Daisy,Lab Mix,"(42.40078327, -71.13434168)",-71.13434168,-71.13434168,North Cambridge
Fred,Boxer,"(42.39904278, -71.13620389)",-71.13620389,-71.13620389,North Cambridge
Sam,Miniature Dachshund,"(42.39577348, -71.12774692)",-71.12774692,-71.12774692,North Cambridge
Rue,Corgi,"(42.36939531, -71.08261195)",-71.08261195,-71.08261195,East Cambridge
Cassie,Corgi,"(42.38000986, -71.10961261)",-71.10961261,-71.10961261,Agassiz
Avett,Terrier Mix,"(42.38272992, -71.13727131)",-71.13727131,-71.13727131,West Cambridge
Phatty,Vizsla,"(42.39400638, -71.13586611)",-71.13586611,-71.13586611,North Cambridge
Teddy,Corgi,"(42.3726481, -71.10725042)",-71.10725042,-71.10725042,Mid-Cambridge
Odette,Boxer Mix,"(42.37316252, -71.07936782)",-71.07936782,-71.07936782,East Cambridge
Cheyenne,Labrador Retriever,"(42.37941722, -71.13998776)",-71.13998776,-71.13998776,West Cambridge
Fergus,Terrier,"(42.3650098, -71.08344795)",-71.08344795,-71.08344795,East Cambridge
Hunter,Maltipoo,"(42.37910251, -71.13480402)",-71.13480402,-71.13480402,West Cambridge
Ricky,Chihuahua,"(42.36038312, -71.10779074)",-71.10779074,-71.10779074,Cambridgeport
Maybel,Chihuahua,"(42.37124315, -71.0829463)",-71.0829463,-71.0829463,East Cambridge
Bonnie Killeen,Labrador Ter Mix,"(42.39690061, -71.14713971)",-71.14713971,-71.14713971,North Cambridge
Garbanzo,Yorksire Terrier,"(42.36359238, -71.10682804)",-71.10682804,-71.10682804,Cambridgeport
Boo,Shih Tzu,"(42.39763004, -71.1404461)",-71.1404461,-71.1404461,North Cambridge
Oscar,Lhasa Apso,"(42.37629697, -71.14927951)",-71.14927951,-71.14927951,Strawberry Hill
Otis,Corgi,"(42.36404026, -71.08476393)",-71.08476393,-71.08476393,East Cambridge
Milo,Boxer,"(42.37122313, -71.10482569)",-71.10482569,-71.10482569,Mid-Cambridge
Geyser,Cocker Spaniel,"(42.38263333, -71.13819013)",-71.13819013,-71.13819013,West Cambridge
Bellman Ford,Goldedoodle,"(42.35751744, -71.10954808)",-71.10954808,-71.10954808,Cambridgeport
Max,Labrador Retriever,"(42.4003802, -71.15343975)",-71.15343975,-71.15343975,North Cambridge
Duncan,Golden Retriever,"(42.37871864, -71.13691792)",-71.13691792,-71.13691792,West Cambridge
Winny,Bichon Frise,"(42.36828983, -71.11156972)",-71.11156972,-71.11156972,Mid-Cambridge
Bella,Terrier,"(42.38834212, -71.12423788)",-71.12423788,-71.12423788,North Cambridge
Orange,Pug,"(42.37671731, -71.09520621)",-71.09520621,-71.09520621,NA
S.K.,Greyhound,"(42.37986558, -71.12070555)",-71.12070555,-71.12070555,Neighborhood Nine
Daisy,Cockerpoo,"(42.38030324, -71.11043989)",-71.11043989,-71.11043989,Agassiz
Baxter,Boxer,"(42.36580907, -71.11021125)",-71.11021125,-71.11021125,Riverside
Stanley,Shih Tzu Mix,"(42.38120091, -71.11840083)",-71.11840083,-71.11840083,Agassiz
Oliver,Shih Tzu,"(42.3705327, -71.09289642)",-71.09289642,-71.09289642,Wellington-Harrington
Oscar,Labrador Reetriever,"(42.37134858, -71.11153742)",-71.11153742,-71.11153742,Mid-Cambridge
Hopi,Siberian Husky,"(42.36636252, -71.08194587)",-71.08194587,-71.08194587,East Cambridge
Quinn,Portuguese Water Dog,"(42.38552466, -71.11811362)",-71.11811362,-71.11811362,Agassiz
Lucy,Labrador Retriever Mix,"(42.39037319, -71.12178978)",-71.12178978,-71.12178978,North Cambridge
Henry Zoltani,French Bulldog,"(42.39368703, -71.14799946)",-71.14799946,-71.14799946,North Cambridge
Clementine,Labrador Retriever,"(42.383429, -71.1133736)",-71.1133736,-71.1133736,Agassiz
Jolene,Shep,"(42.36256221, -71.11141261)",-71.11141261,-71.11141261,Riverside
Duango,Chihuahua,"(42.37060844, -71.11707437)",-71.11707437,-71.11707437,Riverside
Maisy,Golden Retriever,"(42.37055749, -71.09826369)",-71.09826369,-71.09826369,The Port
Celeste,Poodle,"(42.37668166, -71.11009992)",-71.11009992,-71.11009992,Agassiz
Brown Boy,,"(42.3834995, -71.13705809)",-71.13705809,-71.13705809,West Cambridge
Pascal,Cockerpoo,"(42.36067231, -71.10753945)",-71.10753945,-71.10753945,Cambridgeport
Miles,Cairn Terrier,"(42.36657946, -71.10200472)",-71.10200472,-71.10200472,The Port
Wallace,Labrador Retriever,"(42.37223343, -71.08198014)",-71.08198014,-71.08198014,East Cambridge
Jules,Labrador Retriever Mix,"(42.38756501, -71.14540013)",-71.14540013,-71.14540013,Cambridge Highlands
Ayanna,Pomeranian,"(42.39050399, -71.1460992)",-71.1460992,-71.1460992,Cambridge Highlands
Echo,Labradoodle Mix,"(42.38209556, -71.11941284)",-71.11941284,-71.11941284,Neighborhood Nine
Cassidy,Australian Shepherd,"(42.37601259, -71.14765956)",-71.14765956,-71.14765956,West Cambridge
Bandit,Chihuahua,"(42.39244748, -71.14739839)",-71.14739839,-71.14739839,Cambridge Highlands
Sam,Puggle,"(42.39662992, -71.13011069)",-71.13011069,-71.13011069,North Cambridge
Homer,Labrador Retriever,"(42.38097331, -71.12852732)",-71.12852732,-71.12852732,Neighborhood Nine
Oban,Tibetan Terrier,"(42.37521735, -71.10883965)",-71.10883965,-71.10883965,Mid-Cambridge
Smudge,Havanese,"(42.37917861, -71.12299643)",-71.12299643,-71.12299643,Neighborhood Nine
Winter,Jack Russel Terrier,"(42.36880162, -71.09389766)",-71.09389766,-71.09389766,The Port
Arya,Samoyed,"(42.36344082, -71.10862597)",-71.10862597,-71.10862597,Cambridgeport
Gunner,Cocker Spaniel,"(42.4031883, -71.13420255)",-71.13420255,-71.13420255,North Cambridge
Roux,Catahoula Leopard Dog Mix,"(42.35525621, -71.11001291)",-71.11001291,-71.11001291,Cambridgeport
Oliver,Chihuahua Mix,"(42.37660799, -71.14741468)",-71.14741468,-71.14741468,West Cambridge
Max,Yorksire Terrier,"(42.3787097, -71.12584534)",-71.12584534,-71.12584534,Neighborhood Nine
Pearl,American Bulldog,"(42.36512624, -71.09421407)",-71.09421407,-71.09421407,The Port
Chloe,Miniature Schnauzer,"(42.37223036, -71.08004331)",-71.08004331,-71.08004331,East Cambridge
Blaze,Labrador Retriever,"(42.38409336, -71.13534542)",-71.13534542,-71.13534542,West Cambridge
Gimli,Boston Terr,"(42.39983736, -71.13561112)",-71.13561112,-71.13561112,North Cambridge
Cobalt,Alapha Blue Blood Bulldog,"(42.39371984, -71.14108494)",-71.14108494,-71.14108494,North Cambridge
Wiley,American Water Spaniel,"(42.39033192, -71.12227319)",-71.12227319,-71.12227319,North Cambridge
Serafina,Plott Hound,"(42.37005949, -71.09320433)",-71.09320433,-71.09320433,Wellington-Harrington
Connie,Old English Sheepdog,"(42.37358461, -71.13765765)",-71.13765765,-71.13765765,West Cambridge
Sammie,Cavapoo,"(42.36900706, -71.09560078)",-71.09560078,-71.09560078,Wellington-Harrington
Maximus,Golden Retriever,"(42.39294959, -71.1373137)",-71.1373137,-71.1373137,North Cambridge
Fiona,Lhasa Apso Mix,"(42.37419826, -71.11006005)",-71.11006005,-71.11006005,Mid-Cambridge
Mishka,Portuguese Water Dog,"(42.38697566, -71.13547572)",-71.13547572,-71.13547572,Neighborhood Nine
Kit,Labrador Retriever Mix,"(42.37742215, -71.15649752)",-71.15649752,-71.15649752,Strawberry Hill
Race,Cavalier King Charles Spaniel,"(42.38439592, -71.11438266)",-71.11438266,-71.11438266,Agassiz
Lucca,Border Collie Mix,"(42.37444575, -71.12799727)",-71.12799727,-71.12799727,West Cambridge
Sally,German Shepherd,"(42.39072985, -71.12761962)",-71.12761962,-71.12761962,North Cambridge
Rosie,Shih Tzu,"(42.37877145, -71.13762599)",-71.13762599,-71.13762599,West Cambridge
Opie,Labrador Retriever Mix,"(42.40087772, -71.15073133)",-71.15073133,-71.15073133,North Cambridge
Blackberry,Toy Poddle,"(42.39435469, -71.14387883)",-71.14387883,-71.14387883,North Cambridge
Tatum,Norfolk Terrier,"(42.37466726, -71.14166544)",-71.14166544,-71.14166544,West Cambridge
Ginger,Terrier,"(42.37686647, -71.10776361)",-71.10776361,-71.10776361,Agassiz
Daisy,Chihuahua,"(42.3904687, -71.13074836)",-71.13074836,-71.13074836,Neighborhood Nine
Lulu,Pit Bull,"(42.36508337, -71.09626126)",-71.09626126,-71.09626126,The Port
Ryder,American Pit Bull Terrier,"(42.36646284, -71.08568701)",-71.08568701,-71.08568701,East Cambridge
Wingnut,Siberian Husky,"(42.36371668, -71.10979319)",-71.10979319,-71.10979319,Riverside
Winnie,Siberian Husky,"(42.38176772, -71.13875621)",-71.13875621,-71.13875621,West Cambridge
Tashi,Lhasa Apso,"(42.3827456, -71.12097681)",-71.12097681,-71.12097681,Neighborhood Nine
Sophie,Cocker Spaniel Mix,"(42.39353944, -71.15733282)",-71.15733282,-71.15733282,Cambridge Highlands
Molly,Poodle Mix,"(42.36051679, -71.11187816)",-71.11187816,-71.11187816,Cambridgeport
Titan,Puggle,"(42.36159252, -71.10932158)",-71.10932158,-71.10932158,Cambridgeport
Annie,Border Collie,"(42.38353096, -71.12874296)",-71.12874296,-71.12874296,Neighborhood Nine
Merle Dutch,Boxer Bulldog Mix,"(42.37514175, -71.0960219)",-71.0960219,-71.0960219,Wellington-Harrington
Winston,Boston Terrier,"(42.36542787, -71.11590902)",-71.11590902,-71.11590902,Riverside
Loki,Saluki,"(42.37285192, -71.10206389)",-71.10206389,-71.10206389,Mid-Cambridge
Saint,Doberman,"(42.36821427, -71.08302518)",-71.08302518,-71.08302518,East Cambridge
Daisy,Beagle,"(42.39491801, -71.13757108)",-71.13757108,-71.13757108,North Cambridge
Sugar,Boston Terrier,"(42.36420085, -71.09213514)",-71.09213514,-71.09213514,The Port
Boudica,Airedale,"(42.38112443, -71.1302421)",-71.1302421,-71.1302421,Neighborhood Nine
Princess,Mixed,"(42.39061403, -71.14562951)",-71.14562951,-71.14562951,Cambridge Highlands
Pica,Chihuahua,"(42.36801142, -71.08001719)",-71.08001719,-71.08001719,East Cambridge
Bernie Mcdonough,Labrador Retriever Mix,"(42.36978509, -71.09267572)",-71.09267572,-71.09267572,Wellington-Harrington
Oscar,Shih Tsu,"(42.37125956, -71.07113081)",-71.07113081,-71.07113081,East Cambridge
Molly,Mix,"(42.39341864, -71.14774989)",-71.14774989,-71.14774989,North Cambridge
Linus,Silky Terrier,"(42.36283984, -71.09767179)",-71.09767179,-71.09767179,The Port
Bailey,Labradoddle,"(42.38885757, -71.13017634)",-71.13017634,-71.13017634,North Cambridge
Santiago Vargas Sosa,Yorkshire Terrier,"(42.39374823, -71.14804242)",-71.14804242,-71.14804242,North Cambridge
Rudy,POODLE,"(42.35735092, -71.11198414)",-71.11198414,-71.11198414,Cambridgeport
Jerry,Border Collie,"(42.36188026, -71.10138629)",-71.10138629,-71.10138629,Cambridgeport
Juno,Vizsla,"(42.38097399, -71.10836932)",-71.10836932,-71.10836932,Agassiz
Tyler,Cavalier King Charles Spaniel,"(42.3672145, -71.08434017)",-71.08434017,-71.08434017,East Cambridge
Piper,Terrier Mix,"(42.36286712, -71.10610096)",-71.10610096,-71.10610096,Cambridgeport
Lola,Cocker Spaniel,"(42.3903351, -71.14545375)",-71.14545375,-71.14545375,Cambridge Highlands
Rondo,Terrier,"(42.40114965, -71.13742634)",-71.13742634,-71.13742634,North Cambridge
Misty,Hound,"(42.39006445, -71.1315541)",-71.1315541,-71.1315541,North Cambridge
Kaalu,Standard Poodle,"(42.36663847, -71.11070026)",-71.11070026,-71.11070026,Riverside
Tatanka,Toy Poodle,"(42.38344505, -71.12959745)",-71.12959745,-71.12959745,Neighborhood Nine
Jack,Labradoodle,"(42.37280048, -71.11844079)",-71.11844079,-71.11844079,West Cambridge
Sydney Salguero,Labraddoodle,"(42.37919011, -71.14935209)",-71.14935209,-71.14935209,Strawberry Hill
Cooper,Saint Bernard,"(42.38691222, -71.1305576)",-71.1305576,-71.1305576,Neighborhood Nine
Franklin,Coonhound Mix,"(42.37316811, -71.07139851)",-71.07139851,-71.07139851,East Cambridge
Willow,Dachshund,"(42.36806118, -71.09840672)",-71.09840672,-71.09840672,The Port
Lotus,Poodle,"(42.36079554, -71.10911665)",-71.10911665,-71.10911665,Cambridgeport
Wally,Miniature Poodle,"(42.38628592, -71.13810737)",-71.13810737,-71.13810737,West Cambridge
Brenna,Labrador Retriever,"(42.35664053, -71.11427793)",-71.11427793,-71.11427793,Cambridgeport
Clementine,Golden - Doodle,"(42.38149502, -71.15072108)",-71.15072108,-71.15072108,Strawberry Hill
Lucy,Bassett Hound,"(42.36760114, -71.07239688)",-71.07239688,-71.07239688,East Cambridge
R2D2,Corgi Mix,"(42.36396112, -71.11366796)",-71.11366796,-71.11366796,Riverside
Clover,Border Collie Mix,"(42.35818572, -71.10728635)",-71.10728635,-71.10728635,Cambridgeport
Augustus,Bichon Frise,"(42.37986524, -71.11526921)",-71.11526921,-71.11526921,Agassiz
Charlie,Border Collie,"(42.36091598, -71.11076724)",-71.11076724,-71.11076724,Cambridgeport
Ziggy,Labradoddle,"(42.38044182, -71.14222932)",-71.14222932,-71.14222932,West Cambridge
Panda,Anatolian Shepherd,"(42.3788127, -71.12457674)",-71.12457674,-71.12457674,Neighborhood Nine
Charlie,Golden Retriever,"(42.36810082, -71.07183695)",-71.07183695,-71.07183695,East Cambridge
Finley,SHIH TZU MIXED,"(42.36009957, -71.11314464)",-71.11314464,-71.11314464,Cambridgeport
Nougat,Mix,"(42.36743547, -71.09192932)",-71.09192932,-71.09192932,The Port
Geno,Pug,"(42.40323698, -71.13360461)",-71.13360461,-71.13360461,North Cambridge
Harry,Yorksire Terrier,"(42.38399968, -71.12253061)",-71.12253061,-71.12253061,Neighborhood Nine
Marley,Flat Coated Retriever,"(42.36105386, -71.10830868)",-71.10830868,-71.10830868,Cambridgeport
Zulu,Havanese,"(42.37733414, -71.13922486)",-71.13922486,-71.13922486,West Cambridge
Zoe,German Shepherd-Lab,"(42.39101523, -71.12855351)",-71.12855351,-71.12855351,North Cambridge
Winston,Golden Retriever,"(42.37117219, -71.07210559)",-71.07210559,-71.07210559,East Cambridge
Pedro,Miniature Schnauzer,"(42.38821368, -71.1308516)",-71.1308516,-71.1308516,Neighborhood Nine
Proton,Beagle,"(42.39364782, -71.12369756)",-71.12369756,-71.12369756,North Cambridge
Wanda,Pit Bull,"(42.3887892, -71.11956078)",-71.11956078,-71.11956078,North Cambridge
Georgette,Belgian Malinois,"(42.38653706, -71.12728135)",-71.12728135,-71.12728135,Neighborhood Nine
Alby,Shih Tzu,"(42.36723164, -71.11287113)",-71.11287113,-71.11287113,Riverside
Penny Lane,Jack Russell Terrier,"(42.375342, -71.15194989)",-71.15194989,-71.15194989,Strawberry Hill
Brumby,Jack Russ. Terr.,"(42.38206523, -71.12316941)",-71.12316941,-71.12316941,Neighborhood Nine
Acadia,Labrador Mix,"(42.38408114, -71.13779368)",-71.13779368,-71.13779368,West Cambridge
Polly,Dachshund,"(42.36844607, -71.09122162)",-71.09122162,-71.09122162,Wellington-Harrington
Olive,Pug,"(42.36752611, -71.0959514)",-71.0959514,-71.0959514,The Port
Halle,Geman Shepard,"(42.40059426, -71.12855707)",-71.12855707,-71.12855707,NA
Stella,Brussels Griffon,"(42.38440048, -71.1140554)",-71.1140554,-71.1140554,Agassiz
Casey,Border Collie,"(42.37899459, -71.14458371)",-71.14458371,-71.14458371,West Cambridge
Dingo,Chihuahua,"(42.37479141, -71.09571893)",-71.09571893,-71.09571893,Wellington-Harrington
Fred,Poodle,"(42.37611107, -71.1480789)",-71.1480789,-71.1480789,Strawberry Hill
Lila,Border Terrier Mix,"(42.38956584, -71.12751955)",-71.12751955,-71.12751955,Neighborhood Nine
Baloo,Labrador Retriever,"(42.40189061, -71.15101018)",-71.15101018,-71.15101018,North Cambridge
Tala,Golden Doodle,"(42.36762101, -71.10863767)",-71.10863767,-71.10863767,Mid-Cambridge
Severus Snape,Shiba Inu,"(42.38498837, -71.12975302)",-71.12975302,-71.12975302,Neighborhood Nine
Finola,Australian Cattle Dog,"(42.38870725, -71.14774169)",-71.14774169,-71.14774169,Cambridge Highlands
Luka,Yorkshire Terrier,"(42.3952631, -71.12011126)",-71.12011126,-71.12011126,NA
Princess,Shih Tzu,"(42.36692637, -71.09362353)",-71.09362353,-71.09362353,The Port
Fenway,Labrador Retriever,"(42.37537327, -71.10032833)",-71.10032833,-71.10032833,Mid-Cambridge
Albert,Labrador Retriever,"(42.37130049, -71.12164875)",-71.12164875,-71.12164875,Riverside
Pebbles,Maltese,"(42.37194039, -71.08408442)",-71.08408442,-71.08408442,East Cambridge
Roxie,Rat Terrier Mix,"(42.36602247, -71.10310751)",-71.10310751,-71.10310751,Mid-Cambridge
Armstrong,Chihuahua,"(42.37219408, -71.07946928)",-71.07946928,-71.07946928,East Cambridge
Dahlia,Labrador Retriever,"(42.39450877, -71.1299192)",-71.1299192,-71.1299192,North Cambridge
Kaya,Tibetan Terrier,"(42.37351861, -71.11049444)",-71.11049444,-71.11049444,Mid-Cambridge
Egypt,Boxer,"(42.36723801, -71.09950664)",-71.09950664,-71.09950664,The Port
Lilly,Maltese,"(42.37011735, -71.070054)",-71.070054,-71.070054,East Cambridge
Grace,Miniature Poodle,"(42.38297027, -71.12749297)",-71.12749297,-71.12749297,Neighborhood Nine
Gracie,Yorkshire Terrier,"(42.38571559, -71.13452283)",-71.13452283,-71.13452283,Neighborhood Nine
Blackjack,Cockerpoo,"(42.3849616, -71.13582464)",-71.13582464,-71.13582464,Neighborhood Nine
Piper,Dachschund,"(42.38503731, -71.14020492)",-71.14020492,-71.14020492,West Cambridge
Wun Wun,Cardigan Welsh Corgi,"(42.36936963, -71.10680598)",-71.10680598,-71.10680598,Mid-Cambridge
Stewart,Miniature Poodle,"(42.36956277, -71.10407134)",-71.10407134,-71.10407134,Mid-Cambridge
Mookie,Maltise Mix,"(42.38745451, -71.12948114)",-71.12948114,-71.12948114,Neighborhood Nine
Paige,Brittany Spaniel,"(42.38342014, -71.12103004)",-71.12103004,-71.12103004,Neighborhood Nine
Lucy,Labrador Retriever,"(42.39221691, -71.13832819)",-71.13832819,-71.13832819,North Cambridge
Pippin,PAPILLON,"(42.36352075, -71.10453613)",-71.10453613,-71.10453613,Cambridgeport
June,Boxer Mix,"(42.36842886, -71.11386267)",-71.11386267,-71.11386267,Riverside
Bernie,LABRADOODLE,"(42.36772772, -71.09762821)",-71.09762821,-71.09762821,The Port
Chloe,Ret,"(42.39715218, -71.12815521)",-71.12815521,-71.12815521,North Cambridge
Cleo,German Sheherd,"(42.38099452, -71.13351553)",-71.13351553,-71.13351553,West Cambridge
Ringo,BASSET HOUND,"(42.37542818, -71.15080429)",-71.15080429,-71.15080429,Strawberry Hill
Zeke,POODLE,"(42.38501709, -71.11899011)",-71.11899011,-71.11899011,Agassiz
Athena,Vizsla,"(42.39148455, -71.12971027)",-71.12971027,-71.12971027,North Cambridge
Poky,Beagle,"(42.38879271, -71.12024205)",-71.12024205,-71.12024205,Neighborhood Nine
Ginger,Pug,"(42.37026802, -71.08475649)",-71.08475649,-71.08475649,East Cambridge
Sophie,Greyhound,"(42.37560242, -71.10401783)",-71.10401783,-71.10401783,Mid-Cambridge
Fusilli,German Shepherd,"(42.39331199, -71.13020432)",-71.13020432,-71.13020432,North Cambridge
Sky,Yorksire Terrier,"(42.3639055, -71.10131449)",-71.10131449,-71.10131449,The Port
